sender,recipient,message,timestamp
"Georg","Хуй Моржовый","卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐卐","2024-12-05 10:36:58"
"Хуй Моржовый","Svyat2","Кстати сделай функцию, чтобы постоянно Ники не вводить","2024-12-05 10:37:11"
"Хуй Моржовый","Svyat2","Чтобы прошлые Ники вставить можно было","2024-12-05 10:37:27"
"Svyat2","Хуй Моржовый","Я знаю, у меня километровый список","2024-12-05 10:37:49"
"Хуй Моржовый","Svyat2","Ещё из-за Гоши я теперь маленькие сообщения не вижу","2024-12-05 10:38:11"
"Хуй Моржовый","Svyat2","У меня все сломалось","2024-12-05 10:38:27"
"Mary","Georg","У кого очень странный ник","2024-12-05 10:38:48"
"Орешник","Svyat2","На планшете всё работает","2024-12-05 10:39:10"
"Georg","Mary","Орешник?","2024-12-05 10:39:18"
"Georg","Mary","Это Дима","2024-12-05 10:39:38"
"Mary","Georg","Не ник с матом","2024-12-05 10:39:42"
"Svyat2","Mary","Pidor это петя","2024-12-05 10:39:46"
"Georg","Mary","Это его сосед)","2024-12-05 10:39:54"
"Mary","Georg","Нет","2024-12-05 10:39:57"
"Mary","Georg","Другой","2024-12-05 10:40:03"
"Mary","Georg","Мат моржовый","2024-12-05 10:40:15"
"Mary","Georg","Кто","2024-12-05 10:40:27"
"Georg","Mary","Я же говорю это Макс","2024-12-05 10:40:28"
"Запорожский Хлоп","Georg","Привет, мой сладкий","2024-12-05 10:40:44"
"Georg","Mary","То есть сосед Димы","2024-12-05 10:40:44"
"Запорожский Хлоп","Georg","Привет, мой сладкий","2024-12-05 10:40:44"
"Georg","Mary","То есть сосед Димы","2024-12-05 10:40:44"
"Georg","Mary","То есть сосед Димы","2024-12-05 10:40:44"
"Georg","Mary","То есть сосед Димы","2024-12-05 10:40:44"
"Georg","Mary","То есть сосед Димы","2024-12-05 10:40:44"
"Georg","Mary","То есть сосед Димы","2024-12-05 10:40:44"
"Georg","Mary","То есть сосед Димы","2024-12-05 10:40:44"
"Georg","Mary","То есть сосед Димы","2024-12-05 10:40:44"
"Georg","Mary","То есть сосед Димы","2024-12-05 10:40:44"
"Georg","Mary","То есть сосед Димы","2024-12-05 10:40:44"
"Mary","Georg","Турчинов?","2024-12-05 10:40:47"
"Georg","Mary","Да","2024-12-05 10:40:58"
"Mary","Georg","Т9 изменил фамилию","2024-12-05 10:41:10"
"Georg","Mary","Тебе Pidor2 или Pidor писал?","2024-12-05 10:41:47"
"Хуй Моржовый","Svyat2","AjahahahhahashfhfjfjjffjjffjjfjfjfjfjfjfjjfjfjtjtjtjfjtjtjtjtjjfhrhrjrjriiririridiririiririririrurujdjdhdhdhdbhxhchchchdhjdnxbxnxndndndndjjdjdjdjdjdhndhdhdhdhdhdhhdhdjdndjdjdjjdjdjjdjdjdjdjdjjdAjahahahhahashfhfjfjjffjjffjjfjfjfjfjfjfjjfjfjtjtjtjfjtjtjtjtjj","2024-12-05 10:42:07"
"Хуй Моржовый","Svyat2","На","2024-12-05 10:42:12"
"Svyat2","Орешник","У тебя планшет?","2024-12-05 10:42:15"
"Чёрный Негр","Svyat","Хочешь покажу пенсил?","2024-12-05 10:42:22"
"Georg","Запорожский Хлоп","Ты кто?","2024-12-05 10:43:16"
"Чёрный Негр","Svyat","Ну же, ответь мой сладкий","2024-12-05 10:43:17"
"Georg","Mary","Ну так что?","2024-12-05 10:44:04"
"Georg","Mary","Он тебе писал?","2024-12-05 10:44:11"
"Чёрный Негр","Georg","Привет, мой сладкий,  пойдёшь в кроватку?","2024-12-05 10:44:23"
"Svyat3","Mary","У меня новый аккаунт, мне Максим сломал старый","2024-12-05 10:44:47"
"Svyat3","Sus","Мой новый акк","2024-12-05 10:47:04"
"Georg","Чёрный Негр","ඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞ","2024-12-05 10:48:50"
"Georg","Svyat6","5252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252","2024-12-05 10:49:58"
"Georg","Svyat6","5252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252","2024-12-05 10:49:58"
"Georg","Svyat5","5252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252","2024-12-05 10:49:58"
"Georg","Svyat4","5252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252","2024-12-05 10:49:58"
"Georg","Svyat5","5252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252","2024-12-05 10:49:58"
"Georg","Svyat6","5252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252","2024-12-05 10:49:58"
"Georg","Svyat7","ඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞ","2024-12-05 10:50:06"
"Georg","Svyat8","ඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞ","2024-12-05 10:50:17"
"Georg","Svyat9","ඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞ","2024-12-05 10:50:24"
"Georg","Svyat4","ඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞ","2024-12-05 10:50:40"
"Svyat3","Mary","...","2024-12-05 10:50:42"
"Georg","Svyat5","ඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞ","2024-12-05 10:50:46"
"баблквасер","Mary","привет, давай познокамимся","2024-12-05 10:50:50"
"Georg","Svyat6","ඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞ","2024-12-05 10:50:53"
"Svyat3","Mary","баблквасер это Дима","2024-12-05 10:51:10"
"Georg","баблквасер","52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
52
5","2024-12-05 10:51:29"
"Svyat3","баблквасер","...","2024-12-05 10:51:43"
"Макс","Svyat2","Www","2024-12-05 10:52:11"
"баблквасер","Svyat","и ты тоже и","2024-12-05 10:52:15"
"Svyat3","Max","Хеллоу","2024-12-05 10:52:32"
"Georg","Mary2","ඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞ","2024-12-05 10:52:43"
"Макс","Svyat3","Www","2024-12-05 10:53:01"
"Svyat3","Svyat3","Привет","2024-12-05 10:53:13"
"Макс","баблквасер","Владимир","2024-12-05 10:53:14"
"Макс","Макс","А","2024-12-05 10:53:24"
"баблквасер","Sus","а ты апнул 25 ранг на Мортисе?","2024-12-05 10:53:36"
"Georg","Хуй Моржовый","ඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞ","2024-12-05 10:53:39"
"Svyat3","Svyat3","Сааааааааааааааааааааааааааааааааа","2024-12-05 10:53:41"
"Хуй Моржовый","Sus","One question .why so serious? ඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞඞ","2024-12-05 10:54:38"
"баблквасер","Mary","ну ответь пж","2024-12-05 10:55:09"
"Svyat3","Georg","Хххх","2024-12-05 10:55:45"
"Svyat3","Georg","Хеллоу","2024-12-05 10:55:50"
"Svyat3","Georg","Хеллоу","2024-12-05 10:55:53"
"Svyat3","Mary","Дима просит, чтобы ты ему ответила","2024-12-05 10:56:13"
"баблквасер","Mary","го апать Мортиса на 25 ранг","2024-12-05 10:56:21"
"Georg","Svyat3","Роскомнадзор запретил букву А Роскомндзор з претил букву Б Роскомндзор з претил укву В Роскомндзор з претил уку Д Роскомнзор з претил уку Е Роскомнзор з пртил уку З Роскомнор пртил уку И Роскомнор пртл уку К Росомнор пртл уу Л Росомнор прт уу М","2024-12-05 11:09:00"
"Georg","Макс","𐀒","2024-12-05 11:17:12"
"Georg","Svyat3","𐀒","2024-12-05 11:17:40"
"Georg","Svyat3","𐇑","2024-12-05 11:18:30"
"Georg","Svyat3","𐇑","2024-12-05 11:20:07"
"Georg","Svyat3","𐇑","2024-12-05 11:20:11"
"🧛🏻","Макс","Есть пососать?","2024-12-05 11:38:49"
"Svyat3","Mary","?","2024-12-05 11:42:45"
"Svyat3","Mary","Что?","2024-12-05 11:42:48"
"Svyat3","Mary","Если что, сейчас я на этом, те сломаны :)","2024-12-05 11:43:04"
"Svyat3","Mary","У кого 5?","2024-12-05 11:44:37"
"Svyat3","Mary","Аууу","2024-12-05 11:45:56"
"Svyat3","Mary","У кого 5?","2024-12-05 11:46:27"
"Бабуй2","Макс","Вот этот акк старее Georg а","2024-12-05 11:48:00"
"Georg","Бабуй2","ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА ГОЙДА","2024-12-05 11:50:21"
"Georg","Бабуй2","ГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДАГОЙДА","2024-12-05 11:51:03"
